,title,release_year,locations,Input Name,Best Guess,Unnamed: 0,index,eas_baseid,address,address_number,street_name,street_type,zip_code,cnn,longitude,latitude,point,supdist,supdistpad,numbertext,nhood,data_as_of,data_loaded_at,address_number_suffix,complete_landmark_name,release_decade
1005,Women is Losers,2020,3202 folsom st,3202 folsom st,3202 folsom st,128310.0,3310.0,484442.0,3202 folsom st,3202.0,folsom,st,94110.0,5703000.0,-122.41375188,37.74709098,"{'type': 'Point', 'coordinates': [-122.413751882, 37.747090981]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Bernal Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2020
1006,Golden Gate,1994,ross alley (chinatown),ross alley (chinatown),8 ross aly,217456.0,2456.0,279768.0,8 ross aly,8.0,ross,aly,94108.0,11165000.0,-122.40720564,37.79541789,"{'type': 'Point', 'coordinates': [-122.407205637, 37.795417892]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1990
1007,Woman on the Run,1950,835-865 market street at 5th street,835-865 market street at 5th street,3565 market st,139048.0,4048.0,345354.0,3565 market st,3565.0,market,st,94114.0,8776102.0,-122.44100439,37.75648558,"{'type': 'Point', 'coordinates': [-122.441004384, 37.756485582]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Twin Peaks,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1950
1008,Surface,2022,leavenworth street between greenwich and filbert,leavenworth street between greenwich and filbert,921 e leavenworth st,219104.0,4104.0,458681.0,921 e leavenworth st,921.0,leavenworth,st,94109.0,8247000.0,-122.41570126,37.78960774,"{'type': 'Point', 'coordinates': [-122.415701254, 37.789607746]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,,2020
1009,Steve Jobs,2015,jackson st. from mason st. to powell st.,jackson st. from mason st. to powell st.,114 a powell st,10210.0,210.0,456677.0,114 a powell st,114.0,powell,st,94102.0,10676000.0,-122.4077859,37.78586498,"{'type': 'Point', 'coordinates': [-122.407785894, 37.785864978]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1010,Birth of the Dragon,2016,leavenworth at union,leavenworth at union,40 leavenworth st,151641.0,1641.0,446910.0,40 leavenworth st,40.0,leavenworth,st,94102.0,8237000.0,-122.41339705,37.78052657,"{'type': 'Point', 'coordinates': [-122.413397046, 37.780526567]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1011,I Am Michael,2015,flint & 16th (castro),flint & 16th (castro),160 castro st,49588.0,4588.0,342030.0,160 castro st,160.0,castro,st,94114.0,3785000.0,-122.43587321,37.76625533,"{'type': 'Point', 'coordinates': [-122.435873204, 37.766255331]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Castro/Upper Market,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1012,Days of Wine and Roses,1962,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,1960
1013,"Looking ""Special""",2016,17th & market street,17th & market street,717 market st,198564.0,3564.0,449406.0,717 market st,717.0,market,st,94103.0,8745101.0,-122.40394101,37.78701519,"{'type': 'Point', 'coordinates': [-122.403941011, 37.787015194]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1014,Sense8,2015,s. van ness,s. van ness,11 van ness ave,13640.0,3640.0,289142.0,11 van ness ave,11.0,van ness,ave,94102.0,13143102.0,-122.41986139,37.77563611,"{'type': 'Point', 'coordinates': [-122.419861392, 37.775636108]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Hayes Valley,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1015,The Dead Pool,1988,"silver restaurant (737 washington street, chinatown)","silver restaurant (737 washington street, chinatown)",738 a washington st,201487.0,1487.0,476781.0,738 a washington st,738.0,washington,st,94108.0,13411000.0,-122.4057807,37.79548406,"{'type': 'Point', 'coordinates': [-122.405780694, 37.79548406]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1980
1016,Chance Season 2,2017,20th st between church and dolores st,20th st between church and dolores st,820 a dolores st,210589.0,589.0,363063.0,820 a dolores st,820.0,dolores,st,94110.0,4875201.0,-122.42599711,37.75619819,"{'type': 'Point', 'coordinates': [-122.425997104, 37.756198196]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Noe Valley,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,,2010
1017,D.O.A,1950,westin st. francis hotel (335 powell street),westin st. francis hotel (335 powell street),2033 a powell st,76636.0,1636.0,477458.0,2033 a powell st,2033.0,powell,st,94133.0,10700000.0,-122.41175848,37.80338618,"{'type': 'Point', 'coordinates': [-122.411758477, 37.803386178]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1950
1018,Basic Instinct,1992,gibb street (chinatown),gibb street (chinatown),1 ina ct,74271.0,4271.0,388980.0,1 ina ct,1.0,ina,ct,94112.0,7182000.0,-122.42432421,37.72377167,"{'type': 'Point', 'coordinates': [-122.424324209, 37.72377167]}",SUPERVISORIAL DISTRICT 11,11.0,ELEVEN,Excelsior,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1990
1019,The Enforcer,1976,coit tower,coit tower,Empty,,,,,,,,,,,,,,,,nan,,,,,1970
1020,DEVS,2020,25th btwn pennsylvania and indiana,25th btwn pennsylvania and indiana,254 pennsylvania ave,104548.0,4548.0,367031.0,254 pennsylvania ave,254.0,pennsylvania,ave,94107.0,10332001.0,-122.39399219,37.76327108,"{'type': 'Point', 'coordinates': [-122.393992193, 37.763271077]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2020
1021,Basic Instinct,1992,hall of justice (850 bryant street),hall of justice (850 bryant street),850 bryant st,213609.0,3609.0,454064.0,850 bryant st,850.0,bryant,st,94103.0,3291000.0,-122.40378562,37.77528291,"{'type': 'Point', 'coordinates': [-122.403785618, 37.775282906]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,Thomas J. Cahill Hall of Justice,1990
1022,Nine Months,1995,wasteland store (1600 haight street),wasteland store (1600 haight street),1600 haight st,49047.0,4047.0,297849.0,1600 haight st,1600.0,haight,st,94117.0,6620000.0,-122.44891927,37.76996479,"{'type': 'Point', 'coordinates': [-122.448919268, 37.769964792]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Haight Ashbury,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1990
1023,The Wedding Planner,2001,"the music concourse (martin luther king, jr. drive, golden gate park)","the music concourse (martin luther king, jr. drive, golden gate park)",55 music concourse dr,178731.0,3731.0,483130.0,55 music concourse dr,55.0,music concourse,dr,94118.0,4324002.0,-122.46630274,37.77005418,"{'type': 'Point', 'coordinates': [-122.466302735, 37.770054176]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,Golden Gate Park,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,California Academy of Sciences,2000
1024,Nora Prentiss,1947,belgravia apartments (795 sutter street at jones),belgravia apartments (795 sutter street at jones),875 a sutter st,215617.0,617.0,452688.0,875 a sutter st,875.0,sutter,st,94109.0,12326000.0,-122.41468266,37.78823461,"{'type': 'Point', 'coordinates': [-122.414682662, 37.788234606]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1940
1025,The Phone/Jexi,2019,zoe st btwn brannan and freelon st,zoe st btwn brannan and freelon st,1 freelon st,74216.0,4216.0,505058.0,1 freelon st,1.0,freelon,st,94107.0,5857000.0,-122.3959018,37.7795939,"{'type': 'Point', 'coordinates': [-122.395901802, 37.779593905]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,South of Market,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2010
1026,"Looking ""Special""",2016,"the end up, 401 6th streeet","the end up, 401 6th streeet",Empty,,,,,,,,,,,,,,,,nan,,,,,2010
1027,This Is Us,2022,pier 39,pier 39,Empty,,,,,,,,,,,,,,,,nan,,,,,2020
1028,Nash Bridges,2021,"1040 columbus avenue, kennedy's","1040 columbus avenue, kennedy's",1040 columbus ave,3228.0,3228.0,276168.0,1040 columbus ave,1040.0,columbus,ave,94133.0,4303000.0,-122.41526239,37.80417224,"{'type': 'Point', 'coordinates': [-122.415262388, 37.804172245]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2020
1029,Nine Months,1995,marathon plaza (303 2nd street),marathon plaza (303 2nd street),2 plaza st,121690.0,1690.0,347719.0,2 plaza st,2.0,plaza,st,94116.0,10508000.0,-122.46000162,37.749017,"{'type': 'Point', 'coordinates': [-122.460001623, 37.749016998]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1990
1030,Chance - Season 1ep105,2016,private alley along 20th st. between tennessee and minnesota,private alley along 20th st. between tennessee and minnesota,1053 a tennessee st,3997.0,3997.0,491884.0,1053 a tennessee st,1053.0,tennessee,st,94107.0,12486000.0,-122.38891593,37.75865913,"{'type': 'Point', 'coordinates': [-122.388915933, 37.758659128]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1031,Ant-Man and the Wasp,2018,544 jones,544 jones,544 jones st,176162.0,1162.0,469989.0,544 jones st,544.0,jones,st,94102.0,7570000.0,-122.41278158,37.78636174,"{'type': 'Point', 'coordinates': [-122.412781583, 37.786361746]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1032,Junior,1994,2552 hyde street,2552 hyde street,2552 hyde st,104735.0,4735.0,276104.0,2552 hyde st,2552.0,hyde,st,94109.0,7148000.0,-122.4198716,37.80456089,"{'type': 'Point', 'coordinates': [-122.419871602, 37.804560889]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Russian Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1990
1033,Birdman of Alcatraz,1962,pier 43 1/2,pier 43 1/2,Empty,,,,,,,,,,,,,,,,nan,,,,,1960
1034,Bullitt,1968,intersection of york & peralta (bernal heights),intersection of york & peralta (bernal heights),10 bernal heights blvd,6439.0,1439.0,456072.0,10 bernal heights blvd,10.0,bernal heights,blvd,94110.0,2941000.0,-122.41516146,37.74306147,"{'type': 'Point', 'coordinates': [-122.415161463, 37.743061471]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Bernal Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1960
1035,Invasion of the Body Snatchers,1978,1227 montgomery street (telegraph hill),1227 montgomery street (telegraph hill),1227 montgomery st,16178.0,1178.0,277673.0,1227 montgomery st,1227.0,montgomery,st,94133.0,9313000.0,-122.40453683,37.80043596,"{'type': 'Point', 'coordinates': [-122.404536829, 37.800435958]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1970
1036,Vertigo,1958,ernie's restaurant (847 montgomery street),ernie's restaurant (847 montgomery street),845 e montgomery st,213062.0,3062.0,477295.0,845 e montgomery st,845.0,montgomery,st,94133.0,9308000.0,-122.40390055,37.79691392,"{'type': 'Point', 'coordinates': [-122.403900552, 37.796913923]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,,1950
1037,Time After Time,1979,palace of fine arts (3301 lyon street),palace of fine arts (3301 lyon street),3301 lyon st,131399.0,1399.0,454272.0,3301 lyon st,3301.0,lyon,st,94123.0,8584000.0,-122.44829559,37.80188372,"{'type': 'Point', 'coordinates': [-122.448295586, 37.801883717]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Marina,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1970
1038,When We Rise,2017,united nations plaza,united nations plaza,10 united nations plz,6813.0,1813.0,282042.0,10 united nations plz,10.0,united nations,plz,94102.0,5880000.0,-122.41320393,37.78046933,"{'type': 'Point', 'coordinates': [-122.413203926, 37.78046933]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1039,The Matrix Resurrections,2021,vallejo at jones,vallejo at jones,75 vallejo st,204433.0,4433.0,504248.0,75 vallejo st,75.0,vallejo,st,94111.0,13080000.0,-122.39969196,37.79960846,"{'type': 'Point', 'coordinates': [-122.399691963, 37.79960846]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2020
1040,A Smile Like Yours,1997,75 california street,75 california street,475 california st,165325.0,325.0,458623.0,475 california st,475.0,california,st,94104.0,3529000.0,-122.40238532,37.7923464,"{'type': 'Point', 'coordinates': [-122.402385324, 37.7923464]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1990
1041,Milk,2008,marine fireman's union headquarters,marine fireman's union headquarters,983 marine dr,222890.0,2890.0,486885.0,983 marine dr,983.0,marine,dr,94129.0,15184000.0,-122.47069108,37.80830809,"{'type': 'Point', 'coordinates': [-122.470691079, 37.808308087]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Presidio,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2000
1042,Foul Play,1978,city hall,city hall,Empty,,,,,,,,,,,,,,,,nan,,,,,1970
1043,Godzilla,2014,mission & fremont st,mission & fremont st,1 mission st,74368.0,4368.0,364873.0,1 mission st,1.0,mission,st,94105.0,9082000.0,-122.39288345,37.79322825,"{'type': 'Point', 'coordinates': [-122.39288345, 37.79322825]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1044,The Phone/Jexi,2019,grid around haight ashbury,grid around haight ashbury,721 d ashbury st,199291.0,4291.0,491899.0,721 d ashbury st,721.0,ashbury,st,94117.0,2514000.0,-122.44708359,37.76853295,"{'type': 'Point', 'coordinates': [-122.447083588, 37.768532948]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Haight Ashbury,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,D,,2010
1045,Nine Months,1995,montgomery & vallejo streets,montgomery & vallejo streets,1 montgomery st,74375.0,4375.0,281209.0,1 montgomery st,1.0,montgomery,st,94104.0,9297000.0,-122.4024186,37.78924955,"{'type': 'Point', 'coordinates': [-122.402418596, 37.789249549]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1990
1046,The Game,1997,merchant exchange building (465 california street),merchant exchange building (465 california street),6465 a california st,190364.0,364.0,422124.0,6465 a california st,6465.0,california,st,94121.0,3603000.0,-122.48685673,37.78355207,"{'type': 'Point', 'coordinates': [-122.486856727, 37.783552074]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Outer Richmond,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,,1990
1047,DEVS,2020,harrison at 25th st,harrison at 25th st,2645 a harrison st,109165.0,4165.0,475092.0,2645 a harrison st,2645.0,harrison,st,94110.0,6755000.0,-122.41181699,37.75512365,"{'type': 'Point', 'coordinates': [-122.411816989, 37.755123651]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2020
1048,Foul Play,1978,sutter & buchannan streets,sutter & buchannan streets,1 sutter st,74517.0,4517.0,453115.0,1 sutter st,1.0,sutter,st,94104.0,12316000.0,-122.4007831,37.7900566,"{'type': 'Point', 'coordinates': [-122.400783096, 37.790056599]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1970
1049,Ant-Man and the Wasp,2018,montgomery btwn broadway and pacific,montgomery btwn broadway and pacific,845 a montgomery st,213033.0,3033.0,473820.0,845 a montgomery st,845.0,montgomery,st,94133.0,9308000.0,-122.40390055,37.79691392,"{'type': 'Point', 'coordinates': [-122.403900552, 37.796913923]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1050,Nash Bridges,2021,2800 pacific avenue,2800 pacific avenue,2800 pacific ave,115470.0,470.0,291549.0,2800 pacific ave,2800.0,pacific,ave,94115.0,10159000.0,-122.44174603,37.79264595,"{'type': 'Point', 'coordinates': [-122.441746025, 37.792645955]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Pacific Heights,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2020
1051,The Wedding Planner,2001,pleasant street at taylor,pleasant street at taylor,12 pleasant st,22682.0,2682.0,469624.0,12 pleasant st,12.0,pleasant,st,94108.0,10509000.0,-122.41301704,37.79308964,"{'type': 'Point', 'coordinates': [-122.413017035, 37.793089643]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2000
1052,San Andreas,2015,jefferson st. at powell st.,jefferson st. at powell st.,1 jefferson st,74279.0,4279.0,461105.0,1 jefferson st,1.0,jefferson,st,94133.0,7455000.0,-122.4132503,37.80805367,"{'type': 'Point', 'coordinates': [-122.413250304, 37.808053668]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1053,Bullitt,1968,mansell & university streets (visitacion  valley),mansell & university streets (visitacion  valley),14 a university st,40376.0,376.0,504830.0,14 a university st,14.0,university,st,94134.0,12879000.0,-122.41585545,37.73018399,"{'type': 'Point', 'coordinates': [-122.415855451, 37.730183994]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Portola,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,,1960
1054,The Woman In Red,1984,montgomery street at union street,montgomery street at union street,1 montgomery st,74375.0,4375.0,281209.0,1 montgomery st,1.0,montgomery,st,94104.0,9297000.0,-122.4024186,37.78924955,"{'type': 'Point', 'coordinates': [-122.402418596, 37.789249549]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1980
1055,Interview With The Vampire,1994,ferry building,ferry building,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
1056,Shit and Champagne,2020,geary blvd at gough st,geary blvd at gough st,3017 a geary blvd,122472.0,2472.0,484013.0,3017 a geary blvd,3017.0,geary,blvd,94118.0,6049101.0,-122.45136715,37.781603,"{'type': 'Point', 'coordinates': [-122.451367153, 37.781603003]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Lone Mountain/USF,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2020
1057,Quitters,2015,yerba buena gardens,yerba buena gardens,1 yerba buena rd,74588.0,4588.0,502574.0,1 yerba buena rd,1.0,yerba buena,rd,94130.0,14228000.0,-122.36696968,37.81102364,"{'type': 'Point', 'coordinates': [-122.366969682, 37.81102364]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Treasure Island,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2010
1058,The Bachelor,1999,washington square park (north beach),washington square park (north beach),738 a washington st,201487.0,1487.0,476781.0,738 a washington st,738.0,washington,st,94108.0,13411000.0,-122.4057807,37.79548406,"{'type': 'Point', 'coordinates': [-122.405780694, 37.79548406]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1990
1059,Tin Cup,1996,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
1060,Super Pumped: The Battle for Uber,2022,larkin street at hayes,larkin street at hayes,528 a larkin st,173282.0,3282.0,470118.0,528 a larkin st,528.0,larkin,st,94102.0,8125000.0,-122.41706414,37.78280825,"{'type': 'Point', 'coordinates': [-122.417064138, 37.782808251]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2020
1061,Stigmata,1999,19th and kansas st.,19th and kansas st.,1379 a kansas st,30254.0,254.0,491717.0,1379 a kansas st,1379.0,kansas,st,94107.0,7738000.0,-122.40206957,37.75224251,"{'type': 'Point', 'coordinates': [-122.402069565, 37.752242508]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1990
1062,Chance- Season 1 ep103,2016,878-898 chestnut st.,878-898 chestnut st.,878 chestnut st,215807.0,807.0,466786.0,878 chestnut st,878.0,chestnut,st,94133.0,3961000.0,-122.41777103,37.80340301,"{'type': 'Point', 'coordinates': [-122.417771027, 37.803403013]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Russian Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1063,What's Up Doc?,1972,22nd avenue & balboa street (richmond district),22nd avenue & balboa street (richmond district),522 a balboa st,172358.0,2358.0,477765.0,522 a balboa st,522.0,balboa,st,94118.0,2650000.0,-122.46447558,37.7773785,"{'type': 'Point', 'coordinates': [-122.464475583, 37.777378503]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Inner Richmond,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1970
1064,Looking,2014,union square,union square,1 union st,74540.0,4540.0,453646.0,1 union st,1.0,union,st,94111.0,12832000.0,-122.40071984,37.80123672,"{'type': 'Point', 'coordinates': [-122.400719835, 37.801236724]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1065,So I Married an Axe Murderer,1993,café picaro 3120 16th street,café picaro 3120 16th street,3250 a 16th st,129875.0,4875.0,359435.0,3250 a 16th st,3250.0,16th,st,94103.0,736000.0,-122.42521454,37.7649882,"{'type': 'Point', 'coordinates': [-122.425214537, 37.764988199]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Mission,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,,1990
1066,The Conversation,1974,financial district,financial district,1 ina ct,74271.0,4271.0,388980.0,1 ina ct,1.0,ina,ct,94112.0,7182000.0,-122.42432421,37.72377167,"{'type': 'Point', 'coordinates': [-122.424324209, 37.72377167]}",SUPERVISORIAL DISTRICT 11,11.0,ELEVEN,Excelsior,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1970
1067,Blue Jasmine,2013,790 ulloa,790 ulloa,79 ulloa st,208180.0,3180.0,348777.0,79 ulloa st,79.0,ulloa,st,94127.0,12776000.0,-122.45452612,37.74443664,"{'type': 'Point', 'coordinates': [-122.454526115, 37.74443664]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1068,Chance - Season 1 Pilot,2016,940 powell st.,940 powell st.,940 powell st,220434.0,434.0,274581.0,940 powell st,940.0,powell,st,94108.0,10686000.0,-122.4091031,37.79360963,"{'type': 'Point', 'coordinates': [-122.409103103, 37.793609629]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
1069,Chance - Season 1 Pilot,2016,un plaza/ civic center bart steps,un plaza/ civic center bart steps,2 plaza st,121690.0,1690.0,347719.0,2 plaza st,2.0,plaza,st,94116.0,10508000.0,-122.46000162,37.749017,"{'type': 'Point', 'coordinates': [-122.460001623, 37.749016998]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
1070,Freebie and the Bean,1974,nob hill,nob hill,1 hill st,74259.0,4259.0,490520.0,1 hill st,1.0,hill,st,94110.0,6920000.0,-122.42133049,37.75598332,"{'type': 'Point', 'coordinates': [-122.421330491, 37.755983321]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1970
1071,Sister Act 2: Back in the Habit,1993,coit tower,coit tower,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
1072,Surface,2022,vallejo street between jones and vallejo street crest,vallejo street between jones and vallejo street crest,384 b vallejo st,146126.0,1126.0,474650.0,384 b vallejo st,384.0,vallejo,st,94133.0,13087000.0,-122.40383741,37.79937821,"{'type': 'Point', 'coordinates': [-122.403837413, 37.799378211]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,2020
1073,Terminator - Genisys,2015,pine and leavenworth,pine and leavenworth,40 leavenworth st,151641.0,1641.0,446910.0,40 leavenworth st,40.0,leavenworth,st,94102.0,8237000.0,-122.41339705,37.78052657,"{'type': 'Point', 'coordinates': [-122.413397046, 37.780526567]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
1074,"Murder in the First, Season 1",2014,waverly alley between grant and sacramento streets,waverly alley between grant and sacramento streets,1359 a sacramento st,28398.0,3398.0,446858.0,1359 a sacramento st,1359.0,sacramento,st,94109.0,11242000.0,-122.41525105,37.79205318,"{'type': 'Point', 'coordinates': [-122.415251054, 37.792053184]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
1075,GirlBoss,2017,filbert between grant and kearny,filbert between grant and kearny,310 b filbert st,125460.0,460.0,447288.0,310 b filbert st,310.0,filbert,st,94133.0,5494001.0,-122.40511485,37.80218768,"{'type': 'Point', 'coordinates': [-122.405114853, 37.802187682]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,2010
1076,Homeward Bound II: Lost in San Francisco,1996,pier 39 (fisherman's wharf),pier 39 (fisherman's wharf),12 sherman st,22722.0,2722.0,365900.0,12 sherman st,12.0,sherman,st,94103.0,11803000.0,-122.4068039,37.7770094,"{'type': 'Point', 'coordinates': [-122.406803895, 37.7770094]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,South of Market,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1990
1077,The Phone/Jexi,2019,"grid around north beach, chinatown, financial district","grid around north beach, chinatown, financial district",1529 a beach st,43252.0,3252.0,282555.0,1529 a beach st,1529.0,beach,st,94123.0,2849000.0,-122.43425249,37.80461196,"{'type': 'Point', 'coordinates': [-122.434252487, 37.804611965]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Marina,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,A,,2010
